dataset,threshold,sensitivity_A,sensitivity_B,sensitivity_gap,specificity_A,specificity_B,specificity_gap,fnr_A,fnr_B,fnr_gap,fpr_A,fpr_B,fpr_gap,ppv_A,ppv_B,ppv_gap,npv_A,npv_B,npv_gap,predicted_positive_rate_A,predicted_positive_rate_B,predicted_positive_rate_gap,disparate_impact_ratio
Diabetes-130 (readmission),0.11,0.604306864064603,0.6508024349750968,-0.04649557091049383,0.6323446668274254,0.5838294337532881,0.0485152330741373,0.395693135935397,0.3491975650249032,0.04649557091049383,0.3676553331725746,0.4161705662467119,-0.0485152330741373,0.16410818713450293,0.1636060100166945,0.0005021771178084222,0.930455351862803,0.9303916161059018,6.373575690121758e-05,0.39290586630286495,0.44225681412662277,-0.04935094782375782,0.888411108099675
Diabetes-130 (readmission),0.12,0.5524899057873486,0.6037631433314886,-0.05127323754414004,0.683707097500201,0.6387235220822373,0.04498357541796372,0.4475100942126514,0.3962368566685114,0.05127323754414004,0.316292902499799,0.36127647791776274,-0.04498357541796372,0.17262405382674517,0.17290015847860538,-0.00027610465186020394,0.927488823465271,0.9279895403801669,-0.0005007169148959489,0.3414949378904287,0.388236017965914,-0.04674108007548533,0.879606533364998
Diabetes-130 (readmission),0.13,0.4757738896366083,0.5312672938572219,-0.05549340422061361,0.7487340245960936,0.7078083898657068,0.040925634730386795,0.5242261103633916,0.46873270614277807,0.05549340422061355,0.2512659754039064,0.2921916101342932,-0.040925634730386795,0.18445082181059222,0.18529241459177764,-0.000841592781185424,0.9228254408559541,0.9235007225433526,-0.000675281687398499,0.2752207941408774,0.31877191903033286,-0.04355112488945545,0.8633784148179271
Diabetes-130 (readmission),0.14,0.4057873485868102,0.46651909241837297,-0.06073174383156277,0.802990113334941,0.7733628686141493,0.0296272447207917,0.5942126514131898,0.533480907581627,0.06073174383156277,0.19700988666505903,0.22663713138585073,-0.0296272447207917,0.1974459724950884,0.20476074811756134,-0.00731477562247293,0.9187896624666605,0.9205669083717865,-0.001777245905125957,0.2192862784519279,0.2533070817695195,-0.03402080331759158,0.8656934378623231
Diabetes-130 (readmission),0.15,0.3445491251682369,0.39789706696181515,-0.05334794179357827,0.8434209468692228,0.8193963726983248,0.024024574170897983,0.6554508748317631,0.6021029330381849,0.05334794179357827,0.15657905313077725,0.18060362730167523,-0.024024574170897983,0.208130081300813,0.21604567307692307,-0.007915591776110065,0.9150606087032354,0.9158220502901354,-0.0007614415869000579,0.17663531270194585,0.20476219774810805,-0.028126885046162203,0.862636339346372
Diabetes-130 (readmission),0.16,0.29878869448183043,0.3558384061981184,-0.057049711716287976,0.8742866329073226,0.8531773501315243,0.021109282775798266,0.7012113055181696,0.6441615938018816,0.05704971171628792,0.12571336709267744,0.1468226498684757,-0.021109282775798266,0.22111553784860558,0.23263386396526772,-0.011518326116662148,0.9125765584361104,0.9137074653421307,-0.001130906906020246,0.14418036906727938,0.17006091183166186,-0.02588054276438248,0.8478160414075585
Diabetes-130 (readmission),0.17,0.2691790040376851,0.3115661317100166,-0.04238712767233155,0.8955871714492404,0.8817665789838017,0.013820592465438652,0.7308209959623149,0.6884338682899833,0.04238712767233155,0.10441282855075962,0.11823342101619827,-0.013820592465438652,0.23543260741612712,0.24790841039189784,-0.012475802975770722,0.9111874386653582,0.9110284651695036,0.0001589734958545863,0.12199325052057156,0.13972805020611578,-0.017734799685544228,0.8730763103086084
Diabetes-130 (readmission),0.18,0.24158815612382234,0.27614831211953517,-0.03456015599571283,0.9141548107065348,0.9009414370760072,0.013213373630527658,0.7584118438761777,0.7238516878804648,0.03456015599571283,0.08584518929346519,0.09905856292399284,-0.013213373630527658,0.2515767344078486,0.25854922279792747,-0.006972488390078857,0.90984,0.9086783495077847,0.0011616504922152826,0.10246284196165721,0.11874730818925737,-0.01628446622760016,0.862864544250163
Diabetes-130 (readmission),0.19,0.20524899057873486,0.24958494742667406,-0.0443359568479392,0.9279800659111004,0.9174858092205455,0.010494256690554926,0.7947510094212651,0.750415052573326,0.04433595684793912,0.07201993408889962,0.08251419077945454,-0.010494256690554926,0.253955037468776,0.2744978697504565,-0.020542832281680468,0.9071978626434072,0.9071868583162218,1.1004327185371032e-05,0.08623537014432398,0.1010890297175906,-0.01485365957326662,0.8530635854873387
Diabetes-130 (readmission),0.2,0.17765814266487215,0.2197011621472053,-0.04204301948233316,0.9393939393939394,0.930569015644469,0.008824923749470415,0.8223418573351279,0.7802988378527946,0.042043019482333244,0.06060606060606055,0.06943098435553097,-0.008824923749470415,0.2593320235756385,0.2835714285714286,-0.02423940499579008,0.905337361530715,0.905069682892345,0.0002676786383699614,0.07309542615064264,0.08613794376422815,-0.013042517613585505,0.848585686590282
Diabetes-130 (readmission),0.21,0.15814266487213996,0.1936912008854455,-0.03554853601330554,0.9509685716582268,0.9422677557801468,0.008700815878080026,0.84185733512786,0.8063087991145546,0.03554853601330543,0.04903142834177321,0.057732244219853235,-0.008700815878080026,0.2781065088757396,0.2956081081081081,-0.017501599232368492,0.9043724201192478,0.903311434069945,0.0010609860493028256,0.06067351188339197,0.07284808958346152,-0.01217457770006955,0.8328771863520014
Diabetes-130 (readmission),0.22,0.13526244952893673,0.16602102933038185,-0.030758579801445113,0.9586849931677518,0.9520282431122802,0.006656750055471616,0.8647375504710633,0.8339789706696181,0.03075857980144514,0.0413150068322482,0.04797175688771982,-0.006656750055471616,0.2811188811188811,0.3021148036253776,-0.02099592250649651,0.9027399333938844,0.9012450851900393,0.001494848203845045,0.05133912543979321,0.06109641296991325,-0.009757287530120042,0.8402968839606838
Diabetes-130 (readmission),0.23,0.11911170928667564,0.14388489208633093,-0.02477318279965529,0.9659995177236557,0.9595735843832203,0.006425933340435397,0.8808882907133244,0.8561151079136691,0.024773182799655347,0.034000482276344335,0.04042641561677973,-0.006425933340435397,0.295,0.3080568720379147,-0.013056872037914724,0.9017783447137391,0.8996041274579791,0.002174217255759947,0.04308178358584045,0.05192887466929182,-0.008847091083451372,0.8296306026311195
Diabetes-130 (readmission),0.24,0.10497981157469717,0.12396236856668512,-0.018982556991987948,0.9704203842134876,0.9649730029073792,0.005447381306108445,0.8950201884253028,0.8760376314333149,0.01898255699198792,0.02957961578651236,0.035026997092620804,-0.005447381306108445,0.29770992366412213,0.30684931506849317,-0.009139391404371033,0.9007684846676117,0.8980222895058945,0.0027461951617172575,0.03762475766496733,0.0449147849627761,-0.007290027297808768,0.8376920360667316
Diabetes-130 (readmission),0.25,0.09353970390309556,0.11123408965135584,-0.01769438574826028,0.9758058033920103,0.9705108680603627,0.005294935331647599,0.9064602960969045,0.8887659103486442,0.01769438574826032,0.024194196607989715,0.029489131939637314,-0.005294935331647599,0.3159090909090909,0.32057416267942584,-0.004665071770334928,0.900126047304812,0.8972225777550237,0.0029034695497883733,0.031593307962949665,0.038577493385836464,-0.006984185422886799,0.8189569925387893
Diabetes-130 (readmission),0.26,0.08209959623149395,0.09905921416712783,-0.016959617935633886,0.9803874286632908,0.9757026166412848,0.004684812022005991,0.917900403768506,0.9009407858328722,0.01695961793563383,0.01961257133670924,0.02429738335871523,-0.004684812022005991,0.3333333333333333,0.33773584905660375,-0.004402515723270439,0.8994174470909225,0.896457419067608,0.0029600280233145204,0.026279887987362676,0.03260936442502922,-0.006329476437666546,0.8059000367143502
Diabetes-130 (readmission),0.27,0.07604306864064603,0.08743774211400111,-0.011394673473355085,0.983441845510811,0.9792330056763118,0.004208839834499267,0.923956931359354,0.9125622578859989,0.0113946734733551,0.01655815448918896,0.020766994323688226,-0.004208839834499267,0.3542319749216301,0.34497816593886466,0.009253808982765455,0.899103468547913,0.8955998733776511,0.003503595170261886,0.02290514827313851,0.02817941303144035,-0.005274264758301842,0.8128326962517908
Diabetes-130 (readmission),0.28,0.06729475100942127,0.08190370780298838,-0.014608956793567107,0.9863355035768829,0.9820019382528036,0.004333565324079358,0.9327052489905787,0.9180962921970116,0.014608956793567107,0.013664496423117067,0.017998061747196425,-0.004333565324079358,0.37037037037037035,0.3627450980392157,0.0076252723311546755,0.8985135827780625,0.8952982013253392,0.003215381452723265,0.019386802613628205,0.02510305789700363,-0.005716255283375424,0.7722884874492628
Diabetes-130 (readmission),0.29,0.05720053835800808,0.07470946319867183,-0.017508924840663756,0.9879430913913673,0.9838017444275232,0.00414134696384405,0.9427994616419919,0.9252905368013282,0.017508924840663687,0.012056908608632733,0.016198255572476783,-0.00414134696384405,0.3617021276595745,0.36585365853658536,-0.004151530877010867,0.8976774758983348,0.8947368421052632,0.002940633793071634,0.016873698571120845,0.02270350089214299,-0.005829802321022145,0.7432201161962794
Diabetes-130 (readmission),0.3,0.051816958277254375,0.06474820143884892,-0.012931243161594545,0.9905152318945423,0.9859476671743043,0.004567564720238004,0.9481830417227456,0.935251798561151,0.012931243161594552,0.00948476810545773,0.014052332825695735,-0.004567564720238004,0.39487179487179486,0.365625,0.02924679487179488,0.8973929507719196,0.893930835373125,0.0034621153987945963,0.014001579665398148,0.019688672860395003,-0.0056870931949968544,0.7111489821928628
Diabetes-130 (readmission),0.31,0.046433378196500674,0.058107360265633644,-0.01167398206913297,0.992283578490475,0.9874705800913748,0.00481299839910021,0.9535666218034993,0.9418926397343663,0.011673982069132949,0.007716421509525007,0.012529419908625217,-0.00481299839910021,0.41818181818181815,0.36713286713286714,0.05104895104895102,0.8970353146345008,0.8934051481179933,0.0036301665165074937,0.011847490486106125,0.017596751368978036,-0.005749260882871912,0.6732771429044854
Diabetes-130 (readmission),0.32,0.04306864064602961,0.050359712230215826,-0.007291071584186216,0.9930873723977173,0.9887858230652083,0.004301549332508925,0.9569313593539703,0.9496402877697842,0.007291071584186182,0.006912627602282728,0.011214176934791653,-0.004301549332508925,0.4266666666666667,0.35968379446640314,0.06698287220026355,0.896784495898962,0.89275,0.004034495898961987,0.010770445896460113,0.0155663569802498,-0.004795911083789687,0.6919053642496689
Diabetes-130 (readmission),0.33,0.039030955585464336,0.04703929164360819,-0.008008336058143856,0.9936500281327868,0.9899626194102173,0.003687408722569452,0.9609690444145357,0.9529607083563918,0.008008336058143883,0.0063499718672132,0.010037380589782652,-0.003687408722569452,0.4233576642335766,0.3695652173913043,0.0537924468422723,0.8964467005076142,0.8925294888597641,0.003917211647850083,0.009837007252100237,0.014151233618408908,-0.004314226366308672,0.6951342559495006
Diabetes-130 (readmission),0.34,0.03566621803499327,0.04427227448810182,-0.008606056453108551,0.9942126838678563,0.9914163090128756,0.0027963748549807432,0.9643337819650067,0.9557277255118982,0.008606056453108524,0.005787316132143672,0.008583690987124415,-0.0027963748549807432,0.424,0.39215686274509803,0.031843137254901954,0.8961744674684828,0.8923920493488691,0.003782418119613773,0.008975371580383428,0.012551528948501815,-0.0035761573681183864,0.7150819328233915
Diabetes-130 (readmission),0.35,0.029609690444145357,0.040398450470392915,-0.010788760026247558,0.9951772365565469,0.9925238820434722,0.0026533545130746905,0.9703903095558546,0.9596015495296071,0.010788760026247513,0.004822763443453115,0.007476117956527806,-0.0026533545130746905,0.4230769230769231,0.40331491712707185,0.019762005949851225,0.8956811111914924,0.8921105027376804,0.003570608453811963,0.007467509154879012,0.011136405586660925,-0.003668896431781913,0.6705493165428098
Diabetes-130 (readmission),0.36,0.026244952893674293,0.036524626452684006,-0.010279673559009713,0.9956595129008922,0.9931468918731828,0.0025126210277093275,0.9737550471063257,0.963475373547316,0.010279673559009606,0.004340487099107837,0.0068531081268171645,-0.0025126210277093275,0.41935483870967744,0.4,0.019354838709677413,0.8954026311984965,0.8917826951765291,0.003619936021967418,0.006677676455805271,0.010151971943641173,-0.0034742954878359024,0.6577713662800186
Diabetes-130 (readmission),0.37,0.02557200538358008,0.03320420586607637,-0.007632200482496292,0.9963025480266859,0.9940467949605427,0.002255753066143229,0.9744279946164199,0.9667957941339236,0.007632200482496354,0.0036974519733140587,0.005953205039457288,-0.002255753066143229,0.4523809523809524,0.410958904109589,0.041422048271363365,0.8953983963013797,0.8915378406903831,0.00386055561099663,0.006031449702017663,0.00898295699255522,-0.0029515072905375575,0.6714325479924184
Diabetes-130 (readmission),0.38,0.023553162853297442,0.03154399557277255,-0.007990832719475108,0.9967848243710312,0.9949466980479026,0.0018381263231286304,0.9764468371467026,0.9684560044272275,0.007990832719475094,0.0032151756289687805,0.005053301952097411,-0.0018381263231286304,0.4666666666666667,0.43846153846153846,0.028205128205128216,0.8952497834247762,0.8914594058177758,0.003790377607000406,0.005385222948230056,0.00799852334953547,-0.002613300401305414,0.6732771429044855
Diabetes-130 (readmission),0.39,0.02220726783310902,0.028223574986164915,-0.006016307153055896,0.9972671007153766,0.9952235913055517,0.002043509409824895,0.977792732166891,0.9717764250138351,0.0060163071530559,0.0027328992846233913,0.004776408694448286,-0.002043509409824895,0.4925373134328358,0.425,0.06753731343283581,0.8951659451659452,0.8911547759251224,0.004011169240822787,0.0048107991670855174,0.007383252322648127,-0.0025724531555626094,0.6515826571886743
Diabetes-130 (readmission),0.4,0.020188425302826378,0.026563364692861097,-0.006374939390034719,0.9978297564504461,0.9959850477640869,0.00184470868635922,0.9798115746971736,0.9734366353071389,0.006374939390034751,0.002170243549553863,0.004014952235913083,-0.00184470868635922,0.5263157894736842,0.4528301886792453,0.07348560079443889,0.8950252343186734,0.8910633554220598,0.003961878896613591,0.004092769440654843,0.006521872885005845,-0.0024291034443510023,0.6275451105562563
Diabetes-130 (readmission),0.41,0.014804845222072678,0.023796347537354733,-0.008991502315282054,0.9980708946226188,0.9964003876505607,0.0016705069720580612,0.9851951547779273,0.9762036524626453,0.008991502315282007,0.001929105377381224,0.003599612349439285,-0.0016705069720580612,0.4782608695652174,0.45263157894736844,0.025629290617848965,0.8945320942295224,0.8908280727812848,0.00370402144823756,0.0033029367415811015,0.005845074755429767,-0.0025421380138486655,0.5650803248517646
Diabetes-130 (readmission),0.42,0.013458950201884253,0.020475926950747094,-0.007016976748862841,0.9983120327947914,0.9967465042226222,0.0015655285721691836,0.9865410497981157,0.9795240730492529,0.007016976748862813,0.0016879672052085848,0.0032534957773777684,-0.0015655285721691836,0.4878048780487805,0.44047619047619047,0.04732868757259001,0.8944260406164483,0.8905312635289752,0.0038947770874731003,0.002943921878365764,0.005168276625853689,-0.0022243547474879244,0.5696138367747472
Diabetes-130 (readmission),0.43,0.012113055181695828,0.018262313226342003,-0.006149258044646175,0.9984727915762398,0.9973695140523329,0.0011032775239069315,0.9878869448183042,0.981737686773658,0.006149258044646166,0.0015272084237601957,0.002630485947667127,-0.0011032775239069315,0.4864864864864865,0.4647887323943662,0.021697754092120325,0.8943124550035997,0.8903720182919294,0.003940436711670325,0.0026567099877934947,0.004368424290900142,-0.001711714303106647,0.6081620765015164
Diabetes-130 (readmission),0.44,0.010767160161507403,0.01549529607083564,-0.004728135909328237,0.998553170966964,0.9977848539388066,0.0007683170281574947,0.9892328398384926,0.9845047039291643,0.0047281359093283015,0.0014468290330359457,0.0022151460611934404,-0.0007683170281574947,0.47058823529411764,0.4666666666666667,0.0039215686274509665,0.8941913193694666,0.8901377138269623,0.004053605542504335,0.002441301069864292,0.0036916261613240634,-0.0012503250914597712,0.6613077714750724
Diabetes-130 (readmission),0.45,0.008075370121130552,0.01383508577753182,-0.005759715656401269,0.9987943091391367,0.9982694171396926,0.0005248919994440548,0.9919246298788694,0.9861649142224682,0.00575971565640121,0.0012056908608633066,0.0017305828603073614,-0.0005248919994440548,0.4444444444444444,0.5,-0.05555555555555558,0.8939568345323741,0.890020366598778,0.003936467933596033,0.0019386802613628204,0.0030763551344367194,-0.001137674873073899,0.6301874057585984
Diabetes-130 (readmission),0.46,0.006056527590847914,0.012174875484228001,-0.0061183478933800875,0.9990354473113093,0.9986155337117542,0.00041991359955517726,0.993943472409152,0.987825124515772,0.006118347893380061,0.0009645526886906675,0.0013844662882458447,-0.00041991359955517726,0.42857142857142855,0.5238095238095238,-0.09523809523809529,0.8937868545951387,0.8898895811486028,0.0038972734465358982,0.0015078624255044158,0.0025841383129268443,-0.0010762758874224285,0.5835068571838874
Diabetes-130 (readmission),0.47,0.005383580080753701,0.00996126175982291,-0.004577681679069209,0.9991962060927578,0.9989616502838156,0.00023455580894227168,0.9946164199192463,0.9900387382401771,0.004577681679069245,0.0008037939072421674,0.001038349716184439,-0.00023455580894227168,0.4444444444444444,0.5454545454545454,-0.101010101010101,0.8937378675677619,0.8897040690505549,0.004033798517206977,0.0012924535075752137,0.002030394388728235,-0.0007379408811530213,0.6365529351096954
Diabetes-130 (readmission),0.48,0.004710632570659489,0.008854454897620365,-0.004143822326960876,0.9994373442649305,0.9990308735982278,0.00040647066670262966,0.9952893674293405,0.9911455451023796,0.0041438223269608665,0.0005626557350695283,0.0009691264017721579,-0.00040647066670262966,0.5,0.5333333333333333,-0.033333333333333326,0.8936965428016963,0.8896011835049005,0.004095359296795831,0.001005241617002944,0.0018458130806620317,-0.0008405714636590877,0.544606400038295
Diabetes-130 (readmission),0.49,0.004037685060565276,0.00774764803541782,-0.003709962974852544,0.9995177236556547,0.9991000969126401,0.00041762674301459857,0.9959623149394348,0.9922523519645822,0.0037099629748525986,0.0004822763443452782,0.0008999030873598768,-0.00041762674301459857,0.5,0.5185185185185185,-0.01851851851851849,0.8936399568810636,0.8894983360039442,0.004141620877119334,0.000861635671716809,0.0016612317725958285,-0.0007995961008790194,0.5186727619412332
Diabetes-130 (readmission),0.5,0.004037685060565276,0.006640841173215274,-0.0026031561126499984,0.9995177236556547,0.9992385435414648,0.0002791801141899253,0.9959623149394348,0.9933591588267847,0.0026031561126500513,0.0004822763443452782,0.0007614564585352035,-0.0002791801141899253,0.5,0.5217391304347826,-0.021739130434782594,0.8936399568810636,0.8894023413431916,0.0042376155378719416,0.000861635671716809,0.001415123361840891,-0.0005534876901240819,0.6088767205397085
Diabetes-130 (readmission),0.51,0.0026917900403768506,0.004427227448810182,-0.0017354374084333317,0.9995981030463789,0.9993769901702894,0.00022111287608950203,0.9973082099596231,0.9955727725511898,0.0017354374084332935,0.0004018969536211392,0.0006230098297106412,-0.00022111287608950203,0.4444444444444444,0.47058823529411764,-0.02614379084967322,0.8935191837907746,0.8891968465139197,0.004322337276854826,0.0006462267537876068,0.0010459607457084846,-0.0003997339919208778,0.6178307899594102
Diabetes-130 (readmission),0.52,0.0026917900403768506,0.00387382401770891,-0.0011820339773320593,0.9998392412185516,0.9995154367991139,0.0003238044194376899,0.9973082099596231,0.9961261759822911,0.0011820339773319644,0.00016075878144838907,0.00048456320088607896,-0.0003238044194376899,0.6666666666666666,0.5,0.16666666666666663,0.8935421305940665,0.8891557361906521,0.004386394403414373,0.0004308178358584045,0.0008613794376422815,-0.00043056160178387695,0.5001487347290463
Diabetes-130 (readmission),0.53,0.002018842530282638,0.00387382401770891,-0.001854981487426272,0.9998392412185516,0.9998615533711754,-2.2312152623826798e-05,0.9979811574697174,0.9961261759822911,0.0018549814874262438,0.00016075878144838907,0.00013844662882456227,2.2312152623826798e-05,0.6,0.7777777777777778,-0.1777777777777778,0.8934779485706077,0.8891898547155873,0.004288093855020381,0.0003590148632153371,0.0005537439241986094,-0.00019472906098327234,0.6483409524265416
Diabetes-130 (readmission),0.54,0.002018842530282638,0.003320420586607637,-0.0013015780563249992,0.9999196206092757,0.9998615533711754,5.8067238100312224e-05,0.9979811574697174,0.9966795794133924,0.0013015780563250257,8.037939072425004e-05,0.00013844662882456227,-5.8067238100312224e-05,0.75,0.75,0.0,0.8934855993679524,0.8891351184979994,0.004350480869952933,0.0002872118905722697,0.0004922168215098751,-0.00020500493093760538,0.5835068571838874
Diabetes-130 (readmission),0.55,0.0013458950201884253,0.002213613724405091,-0.0008677187042166658,0.9999196206092757,0.9999307766855877,-1.115607631196891e-05,0.9986541049798116,0.9977863862755949,0.0008677187042166468,8.037939072425004e-05,6.922331441228113e-05,1.115607631196891e-05,0.6666666666666666,0.8,-0.13333333333333341,0.8934214306233841,0.8890324963072378,0.004388934316146287,0.00021540891792920226,0.0003076355134436719,-9.222659551446965e-05,0.7002082286206649
Diabetes-130 (readmission),0.56,0.0006729475100942127,0.0016602102933038186,-0.000987262783209606,0.9999196206092757,0.9999307766855877,-1.115607631196891e-05,0.9993270524899058,0.9983397897066962,0.000987262783209597,8.037939072425004e-05,6.922331441228113e-05,1.115607631196891e-05,0.5,0.75,-0.25,0.8933572710951526,0.8889777832481999,0.004379487846952745,0.00014360594528613484,0.00024610841075493753,-0.00010250246546880269,0.5835068571838874
Diabetes-130 (readmission),0.57,0.0,0.0011068068622025456,-0.0011068068622025456,0.9999196206092757,0.9999307766855877,-1.115607631196891e-05,1.0,0.9988931931377975,0.0011068068622025473,8.037939072425004e-05,6.922331441228113e-05,1.115607631196891e-05,0.0,0.6666666666666666,-0.6666666666666666,0.8932931207812724,0.8889230769230769,0.004370043858195505,7.180297264306742e-05,0.00018458130806620315,-0.00011277833542313573,0.38900457145592493
Diabetes-130 (readmission),0.58,0.0,0.0011068068622025456,-0.0011068068622025456,0.9999196206092757,0.9999307766855877,-1.115607631196891e-05,1.0,0.9988931931377975,0.0011068068622025473,8.037939072425004e-05,6.922331441228113e-05,1.115607631196891e-05,0.0,0.6666666666666666,-0.6666666666666666,0.8932931207812724,0.8889230769230769,0.004370043858195505,7.180297264306742e-05,0.00018458130806620315,-0.00011277833542313573,0.38900457145592493
Diabetes-130 (readmission),0.59,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,0.9999307766855877,6.922331441228113e-05,1.0,0.9988931931377975,0.0011068068622025473,0.0,6.922331441228113e-05,-6.922331441228113e-05,,0.6666666666666666,,0.8933007826524018,0.8889230769230769,0.004377705729324832,0.0,0.00018458130806620315,-0.00018458130806620315,0.0
Diabetes-130 (readmission),0.6,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,0.9999307766855877,6.922331441228113e-05,1.0,0.9988931931377975,0.0011068068622025473,0.0,6.922331441228113e-05,-6.922331441228113e-05,,0.6666666666666666,,0.8933007826524018,0.8889230769230769,0.004377705729324832,0.0,0.00018458130806620315,-0.00018458130806620315,0.0
Diabetes-130 (readmission),0.61,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,1.0,0.0,1.0,0.9988931931377975,0.0011068068622025473,0.0,0.0,0.0,,1.0,,0.8933007826524018,0.888929912005415,0.004370870646986713,0.0,0.00012305420537746877,-0.00012305420537746877,0.0
Diabetes-130 (readmission),0.62,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,1.0,0.0,1.0,0.9988931931377975,0.0011068068622025473,0.0,0.0,0.0,,1.0,,0.8933007826524018,0.888929912005415,0.004370870646986713,0.0,0.00012305420537746877,-0.00012305420537746877,0.0
Diabetes-130 (readmission),0.63,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,1.0,0.0,1.0,0.9988931931377975,0.0011068068622025473,0.0,0.0,0.0,,1.0,,0.8933007826524018,0.888929912005415,0.004370870646986713,0.0,0.00012305420537746877,-0.00012305420537746877,0.0
Diabetes-130 (readmission),0.64,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,1.0,0.0,1.0,0.9988931931377975,0.0011068068622025473,0.0,0.0,0.0,,1.0,,0.8933007826524018,0.888929912005415,0.004370870646986713,0.0,0.00012305420537746877,-0.00012305420537746877,0.0
Diabetes-130 (readmission),0.65,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,1.0,0.0,1.0,0.9988931931377975,0.0011068068622025473,0.0,0.0,0.0,,1.0,,0.8933007826524018,0.888929912005415,0.004370870646986713,0.0,0.00012305420537746877,-0.00012305420537746877,0.0
Diabetes-130 (readmission),0.66,0.0,0.0011068068622025456,-0.0011068068622025456,1.0,1.0,0.0,1.0,0.9988931931377975,0.0011068068622025473,0.0,0.0,0.0,,1.0,,0.8933007826524018,0.888929912005415,0.004370870646986713,0.0,0.00012305420537746877,-0.00012305420537746877,0.0
Diabetes-130 (readmission),0.67,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.68,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.69,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.71,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.72,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.73,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.74,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.75,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.76,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.77,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.78,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.79,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.81,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.82,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.83,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
Diabetes-130 (readmission),0.84,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.8933007826524018,0.888820525441457,0.004480257210944805,0.0,0.0,0.0,
